Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
ERR315403	HPA RNA-seq normal tissues	Illumina HiSeq 2000	15524	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315403/ERR315403.sra	ERR315403.sra	ERR315403_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315403/ERR315403_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315403/ERR315403_1.fastq.gz	ERR315403_1.fastq.gz	ERR315403_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315403	HPA RNA-seq normal tissues	Illumina HiSeq 2000	15524	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315403/ERR315403.sra	ERR315403.sra	ERR315403_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315403/ERR315403_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315403/ERR315403_2.fastq.gz	ERR315403_2.fastq.gz	ERR315403_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315445	HPA RNA-seq normal tissues	Illumina HiSeq 2000	18592	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315445/ERR315445.sra	ERR315445.sra	ERR315445_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315445/ERR315445_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315445/ERR315445_1.fastq.gz	ERR315445_1.fastq.gz	ERR315445_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315445	HPA RNA-seq normal tissues	Illumina HiSeq 2000	18592	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315445/ERR315445.sra	ERR315445.sra	ERR315445_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315445/ERR315445_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315445/ERR315445_2.fastq.gz	ERR315445_2.fastq.gz	ERR315445_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315397	HPA RNA-seq normal tissues	Illumina HiSeq 2000	25340	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315397/ERR315397.sra	ERR315397.sra	ERR315397_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315397/ERR315397_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315397/ERR315397_1.fastq.gz	ERR315397_1.fastq.gz	ERR315397_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315397	HPA RNA-seq normal tissues	Illumina HiSeq 2000	25340	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315397/ERR315397.sra	ERR315397.sra	ERR315397_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315397/ERR315397_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315397/ERR315397_2.fastq.gz	ERR315397_2.fastq.gz	ERR315397_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315385	HPA RNA-seq normal tissues	Illumina HiSeq 2000	22078	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315385/ERR315385.sra	ERR315385.sra	ERR315385_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315385/ERR315385_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315385/ERR315385_1.fastq.gz	ERR315385_1.fastq.gz	ERR315385_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315385	HPA RNA-seq normal tissues	Illumina HiSeq 2000	22078	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315385/ERR315385.sra	ERR315385.sra	ERR315385_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315385/ERR315385_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315385/ERR315385_2.fastq.gz	ERR315385_2.fastq.gz	ERR315385_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315436	HPA RNA-seq normal tissues	Illumina HiSeq 2000	24892	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315436/ERR315436.sra	ERR315436.sra	ERR315436_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315436/ERR315436_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315436/ERR315436_1.fastq.gz	ERR315436_1.fastq.gz	ERR315436_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315436	HPA RNA-seq normal tissues	Illumina HiSeq 2000	24892	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315436/ERR315436.sra	ERR315436.sra	ERR315436_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315436/ERR315436_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315436/ERR315436_2.fastq.gz	ERR315436_2.fastq.gz	ERR315436_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315363	HPA RNA-seq normal tissues	Illumina HiSeq 2000	24082	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315363/ERR315363.sra	ERR315363.sra	ERR315363_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315363/ERR315363_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315363/ERR315363_1.fastq.gz	ERR315363_1.fastq.gz	ERR315363_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315363	HPA RNA-seq normal tissues	Illumina HiSeq 2000	24082	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315363/ERR315363.sra	ERR315363.sra	ERR315363_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315363/ERR315363_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315363/ERR315363_2.fastq.gz	ERR315363_2.fastq.gz	ERR315363_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315441	HPA RNA-seq normal tissues	Illumina HiSeq 2000	19959	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315441/ERR315441.sra	ERR315441.sra	ERR315441_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315441/ERR315441_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315441/ERR315441_1.fastq.gz	ERR315441_1.fastq.gz	ERR315441_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315441	HPA RNA-seq normal tissues	Illumina HiSeq 2000	19959	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315441/ERR315441.sra	ERR315441.sra	ERR315441_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315441/ERR315441_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315441/ERR315441_2.fastq.gz	ERR315441_2.fastq.gz	ERR315441_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315354	HPA RNA-seq normal tissues	Illumina HiSeq 2000	17859	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315354/ERR315354.sra	ERR315354.sra	ERR315354_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315354/ERR315354_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315354/ERR315354_1.fastq.gz	ERR315354_1.fastq.gz	ERR315354_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315354	HPA RNA-seq normal tissues	Illumina HiSeq 2000	17859	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315354/ERR315354.sra	ERR315354.sra	ERR315354_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315354/ERR315354_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315354/ERR315354_2.fastq.gz	ERR315354_2.fastq.gz	ERR315354_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315434	HPA RNA-seq normal tissues	Illumina HiSeq 2000	26945	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315434/ERR315434.sra	ERR315434.sra	ERR315434_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315434/ERR315434_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315434/ERR315434_1.fastq.gz	ERR315434_1.fastq.gz	ERR315434_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315434	HPA RNA-seq normal tissues	Illumina HiSeq 2000	26945	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315434/ERR315434.sra	ERR315434.sra	ERR315434_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315434/ERR315434_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315434/ERR315434_2.fastq.gz	ERR315434_2.fastq.gz	ERR315434_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315373	HPA RNA-seq normal tissues	Illumina HiSeq 2000	22685	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315373/ERR315373.sra	ERR315373.sra	ERR315373_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315373/ERR315373_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315373/ERR315373_1.fastq.gz	ERR315373_1.fastq.gz	ERR315373_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315373	HPA RNA-seq normal tissues	Illumina HiSeq 2000	22685	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315373/ERR315373.sra	ERR315373.sra	ERR315373_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315373/ERR315373_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315373/ERR315373_2.fastq.gz	ERR315373_2.fastq.gz	ERR315373_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315465	HPA RNA-seq normal tissues	Illumina HiSeq 2000	18563	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315465/ERR315465.sra	ERR315465.sra	ERR315465_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315465/ERR315465_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315465/ERR315465_1.fastq.gz	ERR315465_1.fastq.gz	ERR315465_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315465	HPA RNA-seq normal tissues	Illumina HiSeq 2000	18563	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315465/ERR315465.sra	ERR315465.sra	ERR315465_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315465/ERR315465_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315465/ERR315465_2.fastq.gz	ERR315465_2.fastq.gz	ERR315465_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315433	HPA RNA-seq normal tissues	Illumina HiSeq 2000	17647	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315433/ERR315433.sra	ERR315433.sra	ERR315433_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315433/ERR315433_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315433/ERR315433_1.fastq.gz	ERR315433_1.fastq.gz	ERR315433_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315433	HPA RNA-seq normal tissues	Illumina HiSeq 2000	17647	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315433/ERR315433.sra	ERR315433.sra	ERR315433_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315433/ERR315433_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315433/ERR315433_2.fastq.gz	ERR315433_2.fastq.gz	ERR315433_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315327	HPA RNA-seq normal tissues	Illumina HiSeq 2000	12381	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315327/ERR315327.sra	ERR315327.sra	ERR315327_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315327/ERR315327_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315327/ERR315327_1.fastq.gz	ERR315327_1.fastq.gz	ERR315327_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315327	HPA RNA-seq normal tissues	Illumina HiSeq 2000	12381	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315327/ERR315327.sra	ERR315327.sra	ERR315327_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315327/ERR315327_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315327/ERR315327_2.fastq.gz	ERR315327_2.fastq.gz	ERR315327_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315447	HPA RNA-seq normal tissues	Illumina HiSeq 2000	29107	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315447/ERR315447.sra	ERR315447.sra	ERR315447_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315447/ERR315447_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315447/ERR315447_1.fastq.gz	ERR315447_1.fastq.gz	ERR315447_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315447	HPA RNA-seq normal tissues	Illumina HiSeq 2000	29107	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315447/ERR315447.sra	ERR315447.sra	ERR315447_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315447/ERR315447_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315447/ERR315447_2.fastq.gz	ERR315447_2.fastq.gz	ERR315447_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315400	HPA RNA-seq normal tissues	Illumina HiSeq 2000	53248	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315400/ERR315400.sra	ERR315400.sra	ERR315400_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315400/ERR315400_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315400/ERR315400_1.fastq.gz	ERR315400_1.fastq.gz	ERR315400_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315400	HPA RNA-seq normal tissues	Illumina HiSeq 2000	53248	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315400/ERR315400.sra	ERR315400.sra	ERR315400_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315400/ERR315400_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315400/ERR315400_2.fastq.gz	ERR315400_2.fastq.gz	ERR315400_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315345	HPA RNA-seq normal tissues	Illumina HiSeq 2000	17637	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315345/ERR315345.sra	ERR315345.sra	ERR315345_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315345/ERR315345_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315345/ERR315345_1.fastq.gz	ERR315345_1.fastq.gz	ERR315345_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315345	HPA RNA-seq normal tissues	Illumina HiSeq 2000	17637	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315345/ERR315345.sra	ERR315345.sra	ERR315345_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315345/ERR315345_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315345/ERR315345_2.fastq.gz	ERR315345_2.fastq.gz	ERR315345_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315440	HPA RNA-seq normal tissues	Illumina HiSeq 2000	20111	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315440/ERR315440.sra	ERR315440.sra	ERR315440_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315440/ERR315440_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315440/ERR315440_1.fastq.gz	ERR315440_1.fastq.gz	ERR315440_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315440	HPA RNA-seq normal tissues	Illumina HiSeq 2000	20111	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315440/ERR315440.sra	ERR315440.sra	ERR315440_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315440/ERR315440_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315440/ERR315440_2.fastq.gz	ERR315440_2.fastq.gz	ERR315440_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315455	HPA RNA-seq normal tissues	Illumina HiSeq 2000	49134	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315455/ERR315455.sra	ERR315455.sra	ERR315455_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315455/ERR315455_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315455/ERR315455_1.fastq.gz	ERR315455_1.fastq.gz	ERR315455_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315455	HPA RNA-seq normal tissues	Illumina HiSeq 2000	49134	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315455/ERR315455.sra	ERR315455.sra	ERR315455_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315455/ERR315455_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315455/ERR315455_2.fastq.gz	ERR315455_2.fastq.gz	ERR315455_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315340	HPA RNA-seq normal tissues	Illumina HiSeq 2000	21782	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315340/ERR315340.sra	ERR315340.sra	ERR315340_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315340/ERR315340_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315340/ERR315340_1.fastq.gz	ERR315340_1.fastq.gz	ERR315340_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315340	HPA RNA-seq normal tissues	Illumina HiSeq 2000	21782	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315340/ERR315340.sra	ERR315340.sra	ERR315340_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315340/ERR315340_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315340/ERR315340_2.fastq.gz	ERR315340_2.fastq.gz	ERR315340_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315461	HPA RNA-seq normal tissues	Illumina HiSeq 2000	18708	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315461/ERR315461.sra	ERR315461.sra	ERR315461_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315461/ERR315461_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315461/ERR315461_1.fastq.gz	ERR315461_1.fastq.gz	ERR315461_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315461	HPA RNA-seq normal tissues	Illumina HiSeq 2000	18708	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315461/ERR315461.sra	ERR315461.sra	ERR315461_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315461/ERR315461_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315461/ERR315461_2.fastq.gz	ERR315461_2.fastq.gz	ERR315461_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315492	HPA RNA-seq normal tissues	Illumina HiSeq 2000	89761	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315492/ERR315492.sra	ERR315492.sra	ERR315492_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315492/ERR315492_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315492/ERR315492_1.fastq.gz	ERR315492_1.fastq.gz	ERR315492_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315492	HPA RNA-seq normal tissues	Illumina HiSeq 2000	89761	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315492/ERR315492.sra	ERR315492.sra	ERR315492_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315492/ERR315492_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315492/ERR315492_2.fastq.gz	ERR315492_2.fastq.gz	ERR315492_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315432	HPA RNA-seq normal tissues	Illumina HiSeq 2000	35522	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315432/ERR315432.sra	ERR315432.sra	ERR315432_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315432/ERR315432_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315432/ERR315432_1.fastq.gz	ERR315432_1.fastq.gz	ERR315432_HPA_RNA-seq_normal_tissues_1.fastq.gz
ERR315432	HPA RNA-seq normal tissues	Illumina HiSeq 2000	35522	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315432/ERR315432.sra	ERR315432.sra	ERR315432_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315432/ERR315432_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315432/ERR315432_2.fastq.gz	ERR315432_2.fastq.gz	ERR315432_HPA_RNA-seq_normal_tissues_2.fastq.gz
ERR315427	HPA RNA-seq normal tissues	Illumina HiSeq 2000	26689	1386777600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR315/ERR315427/ERR315427.sra	ERR315427.sra	ERR315427_HPA_RNA-seq_normal_tissues.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315427/ERR315427_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR315/ERR315427/ERR315427_1.fastq.gz	ERR315427_1.fastq.gz	ERR315427_HPA_RNA-seq_normal_tissues_1.fastq.gz
